path	category	release_status	record_scope	bytes	sha256	license_status	license_gate
evidence/accessions/PRJNA1065643_read_runs.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	9105	4e2041cec15270f86fdec144b2b7ec5f4785efbe4527efef3258069af6dd13db	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/accession_reconciliation.json	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	302804	6d0ef9acace630134f413c3b17f944f056a66c41dfc88f4aaa854605501590cb	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/ena_response_snapshots/batch_0000.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	86	e051c5d3dc06a9cdcc9ac3784ccf7e821cf7eea3f4d147ceb32a720c5a0040f5	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/ena_response_snapshots/batch_0001.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	86	e051c5d3dc06a9cdcc9ac3784ccf7e821cf7eea3f4d147ceb32a720c5a0040f5	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/ena_response_snapshots/batch_0002.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	86	e051c5d3dc06a9cdcc9ac3784ccf7e821cf7eea3f4d147ceb32a720c5a0040f5	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/ena_response_snapshots/batch_0003.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	86	e051c5d3dc06a9cdcc9ac3784ccf7e821cf7eea3f4d147ceb32a720c5a0040f5	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/ena_response_snapshots/batch_0004.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	86	e051c5d3dc06a9cdcc9ac3784ccf7e821cf7eea3f4d147ceb32a720c5a0040f5	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/ena_response_snapshots/batch_0005.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	86	e051c5d3dc06a9cdcc9ac3784ccf7e821cf7eea3f4d147ceb32a720c5a0040f5	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/accessions/ena_response_snapshots/batch_0006.tsv	accession-evidence	audit-evidence	live archive reconciliation of the cited project and run accessions	86	e051c5d3dc06a9cdcc9ac3784ccf7e821cf7eea3f4d147ceb32a720c5a0040f5	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/bibliography/source_custody.json	bibliography-evidence	audit-evidence	source-custody audit of every cited work	22976	7329de321e0152c0e834c01e110b7d09c0f337f2f63efe94ca54e33404700f43	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/companion-analysis/derived_input_archives.SHA256SUMS	companion-analysis-evidence	audit-evidence	checksums for the deposited functional and PMA analysis inputs	442	be7dbe82be15eafd310881d27244bf0a432186f93b39723af356033c749bc1af	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/competency-query/SHA256SUMS	query-evidence	audit-evidence	checksums for the competency-query evidence	280	a827acdb0534976a7a1a430614b302d653961bcd07c99b793cfaa7ae938f684f	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/competency-query/competency_query_validation.json	query-evidence	audit-evidence	query engine, input hashes, process labels, and 46-row result	1526	08f21e06ccedfbbf4d3dda1d7df21f45afe4f0a93309cda2841802f3383b5b9f	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/competency-query/field_xrf_site10.rq	query-evidence	audit-evidence	byte-identical query snapshot executed by the validation workflow	681	8a9e352277bdd674a1015ea90fdb9abf79bad3acd7ee41bb79cde14e8b7adcce	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/competency-query/field_xrf_site10_results.tsv	query-evidence	audit-evidence	complete ordered 46-row field-XRF query result	3940	90f0cb2a3a2b0b35fc59f296dc523103c59515dada9b5f800c09274699dcf0ea	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/contaminant-screen/README.md	contaminant-evidence	legacy-excluded	warning and provenance note for the superseded pooled prevalence screen	1005	f453f6d7a1adf23163af8fc8784980dee6316da94c0743199dabba33092d67dc	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/contaminant-screen/control_prevalent_features_annotated.tsv	contaminant-evidence	legacy-excluded	superseded pooled prevalence screen retained only as audit history	1875050	ea08ba7c9318360856fe7d4f710a15542e70b91c5b62cf64a042253d8199f4c2	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/contaminant-screen/removal_fraction_by_group.tsv	contaminant-evidence	legacy-excluded	superseded pooled removal summary retained only as audit history	876	1f2f45c02cd0f23b22d99b70ebbf6a923a3f6053b513a076b5bb4d07a9eda862	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/contaminant-screen/removal_fraction_by_sample.tsv	contaminant-evidence	legacy-excluded	superseded pooled removal summary retained only as audit history	83772	71829c5c64c033c2c5591b7362e32e4f659d0dbb1ffe4c309c7f18b7e04a045f	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/contaminant-screen/summary.json	contaminant-evidence	legacy-excluded	superseded 14,822-feature screen retained only as audit history	2093	9f44e61455397bfaf5eec36dd5167a95b0009b0d0d74c72e883ffcdcc55999db	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/SHA256SUMS	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	2372	8f4f6e56ff5adc36b5d3e7bdb672bf3ff75bcb044e9427999f15517b278949f3	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/control_analysis_roles.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	3427	da2f31eab24df55adb9ab7a76147d18bc6b43f0b45b733559ee56a78f4188e16	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/positive_control_dominant_taxa.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	11926	be8c7524c0ed1f1a374eb63cab0cb57e12efe65d483edf0f60092475d8a7864c	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/positive_control_expected_asv_occurrences.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	37528	139b2d4d9e597ab826e285c4d09d7730eba6f6805ed4e92bb217c9335c7262e0	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/positive_control_expected_taxon_recovery.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	16134	a3d1279f40e16a167d4f501befd3b732570285cfea4ebd0aebc6c7a6c3096e4a	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/positive_control_index_neighbours.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	1066	7223022a37018e868ec82b4e918d2e93088efcfcf95f6e2e613750f76be0ec69	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/positive_control_profiles.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	1946	5d3ca3c3ca5ce7d9bff6a5b4b1bab957b974d8f7b2f520621c277dc9385f7691	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/positive_control_spillover_summary.json	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	1083	5b689796d70469561ef37072a3ba55edd1916c29656ca3291f470273a1a853e7	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/positive_control_spillover_summary.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	1661	e6243d03bff1984caba45b50e79bc03844fe17481a6f7ff676bee4cbca4ad204	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/run_manifest.json	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	3891	1cf7c936567ac80e6006c44b5aaabb80cdeb2a5e62f3fd256e245ed1a1f2637d	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/sensitivity_inputs/alpha.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	122946	4c7078ced219b5b08488c6ba7d25f7387f928b8c26cb47e67722b01ed4a87705	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/sensitivity_inputs/alpha_diversity_sensitivity.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	23196	db4d932b14aed453645ab481749820ad23e270c31195228d1d342651b2f6e2a6	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/sensitivity_inputs/asv_filt_counts.tsv.gz	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	3671413	19abb89cb50921fb48e95783be03e7a05e9263198f22ee5dcc28a8a902a4c230	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/sensitivity_inputs/genus_counts.tsv.gz	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	630810	05d1056349b07a48171f161b22d84bdff52a9bd913949d723e83d1804ab7b73a	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/sensitivity_inputs/summary.json	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	2625	4aed0d81c5af0e8984e274f0087191470aa6272a9bcaf44efd744cbc43dc289f	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/sensitivity_inputs/trip5_paired_compartment_sensitivity.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	589	2e1e31680573b56a235e686b187c73fef4fb21c2be0d15bf58bc9fe2d7074d22	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/summary.json	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	3368	8ab6fe2ff06bdcb202320f2da1f4ebc077f535f9595587eceed435a07370a3c4	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/trip5_extraction_batch_summary.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	1667	9c875392714e2295317138b9ecc18db22e37840b7871976f7afd98c82826d760	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/trip5_filter_sensitivity.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	377	a18f7e107cf6111cf0ae7fa9b5666b4ce37a4bce1a81c8f346397200024b4f40	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/trip5_mapped_feature_table_control_filtered.tsv.gz	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	9256116	b7916acba11df3c1ae78b6ef0a430a730634e63e05801a3b99072ad3275cdf37	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/trip5_primary_contaminant_calls.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	67494	cee9ba8db4c91bc6c1b3e73e1e8c5541676ee165c92c323ef0074d5903d7149f	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/trip5_removal_fraction_by_campaign.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	284	9a612de02f21984d69c8601e601ec3f40fbdfb51897f7e4ad601f02ecbab32ae	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/trip5_removal_fraction_by_compartment.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	437	7c0b25d84c57e098efbab9c9b8fec974f6df4052a617972f08c36f82f1290817	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-audit/trip5_removal_fraction_by_profile.tsv	control-analysis-evidence	audit-evidence	assay-aware blank prevalence, positive-control recovery, exact-ASV overlap, removal fractions and pre/post-filter tables	25728	515b008f9c8e1887aa4e1aa80911e6679f0c4fa96f687c5ae668fa703d6df736	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-sensitivity/SHA256SUMS	control-sensitivity-evidence	audit-evidence	portable commands and 25 before/after ecology headline comparisons	364	cd128a39e13a81363121850fcd33b4a215ed0b0ce68401db67d3ffc89bb38a61	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-sensitivity/commands.sh	control-sensitivity-evidence	audit-evidence	portable commands and 25 before/after ecology headline comparisons	189	10c149323f0e289afb0198bf92e3574ff4f9d2be74ce40bdd2de275c705f82ee	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-sensitivity/commands_repository.sh	control-sensitivity-evidence	audit-evidence	package-only replay command, repository-run provenance and 25 before/after ecology headline comparisons	400	6316ed5cfdfd0ecd05cf809646b5089778f4d5720884fba24baffa8fa2dc65c4	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-sensitivity/headline_result_sensitivity.json	control-sensitivity-evidence	audit-evidence	portable commands and 25 before/after ecology headline comparisons	2469	9d1f53b35c372e45d883f976259a9f5e86900ff03e7f55fbb2020aa8fb29f17c	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/control-sensitivity/headline_result_sensitivity.tsv	control-sensitivity-evidence	audit-evidence	portable commands and 25 before/after ecology headline comparisons	4564	d3fda0975460b5af88b54a0d4b4821147016875c06e21ab9edfb2d62a0f2f0d7	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/README.md	control-evidence	audit-evidence	author-confirmed control classes and replicates, preliminary identities, per-profile loads and dominant taxa; no positive identity is promoted	2895	fe24bef5aef80e423311dd657fa73f5e102fca8db3723ba48c96dd905b845318	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/SHA256SUMS	control-evidence	audit-evidence	author-confirmed control classes and replicates, preliminary identities, per-profile loads and dominant taxa; no positive identity is promoted	1318	7409e5cb3fb00a9816215ec5e6e8cba78667c327d056bf8427c489c29a9e9321	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/author_control_confirmation_20260729.md	control-evidence	audit-evidence	author-confirmed control classes and replicates, preliminary identities, per-profile loads and dominant taxa; no positive identity is promoted	2234	c37fcd47423f5e1776d2e7d6cd4ad6b3630dd70d6523daa048b5cf9c6d01f0d0	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/author_control_confirmation_20260729.tsv	control-evidence	audit-evidence	author-confirmed control classes and replicates, preliminary identities, per-profile loads and dominant taxa; no positive identity is promoted	2701	610874a89769da14901e3865a25e87d98de850140c6435c409d6521717a8108a	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/control_ground_truth.tsv	control-evidence	audit-evidence	current author-confirmed product, stage and assay ground truth plus clearly marked historical preliminary identity evidence	3934	c82fd3431cbde565486b8e226869f315f71bcea7d9b40f67904e026664b008b6	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/control_inventory.tsv	control-evidence	audit-evidence	author-confirmed control classes and replicates, preliminary identities, per-profile loads and dominant taxa; no positive identity is promoted	7778	d01bbae8574738a3ec483472394ad79e4d6102cd91bc0076ac8b2472abd53479	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/control_profile_dominant_taxa.tsv	control-evidence	audit-evidence	preliminary control identity table, per-profile loads and dominant taxa; no identity is promoted	8403	f4c6509d60e8e55653a6b92691be4e5fc990d3065c9fdc4bd4e07cc0b6d6c534	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/control_provenance.json	control-evidence	audit-evidence	preliminary control identity table, per-profile loads and dominant taxa; no identity is promoted	2477	5180cf4cb162681f0fdcdfda4846f1b5397264bb20e96fc747ad82aae4b68e48	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/control_read_and_asv_load.tsv	control-evidence	audit-evidence	preliminary control identity table, per-profile loads and dominant taxa; no identity is promoted	814	71beb3cf13a63f6f13bdb6c1d47747afbde3335b754c0bd8410fc5f312d93db6	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/preliminary_control_identity.tsv	control-evidence	audit-evidence	preliminary control identity table, per-profile loads and dominant taxa; no identity is promoted	38251	f894858e8a41ace14c4b900e3f52e9728aa3581fafaa9797814a1b5a620418ae	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/preliminary_control_identity_summary.json	control-evidence	audit-evidence	preliminary control identity table, per-profile loads and dominant taxa; no identity is promoted	1801	4ab1d91c45acd14fdd8c2131cba945192b41c28d05efdb0de995cbf9391f72a3	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/source_snapshots/ibex_20250714_16s_samplesheet.tsv	control-evidence	audit-evidence	current author-confirmed product, stage and assay ground truth plus clearly marked historical preliminary identity evidence	359563	007a06c18466314b956b3a66508b627244288ed1a750a298b2c7076f825fd57f	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/source_snapshots/ibex_20250714_qiime2/controls-metadata.tsv	control-evidence	audit-evidence	current author-confirmed product, stage and assay ground truth plus clearly marked historical preliminary identity evidence	5946	c221f162e1a75c43a9b5faa1e58d78c154d93793ef2cd0c1d1bf4c320f7ccd1f	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/controls/source_snapshots/ibex_trip5_16s_samplesheet.tsv	control-evidence	audit-evidence	current author-confirmed product, stage and assay ground truth plus clearly marked historical preliminary identity evidence	91201	00440065d724de6690cdc8006d300b6090bf8cfec16cc6bf8c2123c6fc23d8b4	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/core-kg-regeneration/SHA256SUMS	core-kg-regeneration-evidence	audit-evidence	current-source core-module regeneration manifests, generator logs and checksums	994	7d1c34dcc35a722f67f9686f7f081b9cac2430d6a4486c13c4efec851f7bedab	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/core-kg-regeneration/core_kg_manifest.json	core-kg-regeneration-evidence	audit-evidence	current-source core-module regeneration manifests, generator logs and checksums	2755	8a74267d58c567a1819338bda8ef8c2e424d9602d60676a114b11f833f89c4c0	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
evidence/core-kg-regeneration/input_manifest.tsv	core-kg-regeneration-evidence	audit-evidence	current-source core-module regeneration manifests, generator logs and checksums	159750	d644c578dc5acaf0197ad66bd7327615809b50d8056e80bc39fff6df38f0000e	AUTHOR_GATE_UNRESOLVED	Project-produced artifact. The depositor selects the deposit licence; replace only when the deposit metadata supplies the licence identifier.
